guess,mean,med,std
donut,482.056994818653,215.0,604.014685386633
doted,497.620034542314,215.0,551.768087426725
foram,508.132556131261,215.0,577.654049953566
forge,423.339378238342,215.0,497.210559083614
fraud,481.264680483592,215.0,569.295909630268
glume,484.315198618307,215.0,562.259103359849
goary,361.488773747841,215.0,436.422263028104
gonad,513.363989637306,215.0,597.003067582315
iller,456.217184801382,215.0,527.85231414986
lifer,440.917962003454,215.0,538.769755482218
liver,458.682642487047,215.0,547.307042337988
mason,471.857081174439,215.0,584.397758599851
motet,452.428324697755,215.0,511.342000536527
noble,390.55310880829,215.0,481.033413507227
nuder,468.235751295337,215.0,572.810855472187
oncer,444.578583765112,215.0,551.492099224085
oxter,535.443868739206,215.0,604.145032042875
raked,440.795768566494,215.0,525.528974854757
raspy,471.570379965458,215.0,547.825146517418
rhomb,658.063471502591,215.0,716.886853078291
rivas,506.453799654577,215.0,581.756443756021
rived,530.07469775475,215.0,599.44547307939
rudas,492.017702936097,215.0,586.160027344265
scaud,456.64896373057,215.0,559.885727158899
sensa,427.196027633852,215.0,467.010227388318
shily,401.424438687392,215.0,490.556363199915
shive,422.183937823834,215.0,502.17780388406
spaul,439.886010362694,215.0,551.258181509438
sprew,469.725388601036,215.0,541.808820517101
talea,409.895509499136,215.0,483.389430989946
thelf,537.746545768567,215.0,611.165663232665
throb,567.362694300518,215.0,664.543326634799
toast,407.043609671848,215.0,492.750741817541
warty,444.752590673575,215.0,515.415602078412
weary,380.378670120898,215.0,433.272347824477
worse,365.005613126079,215.0,454.853492624267
yoker,456.572107081175,215.0,539.979077651682
artal,444.810880829016,216.0,540.190134179755
begad,547.745682210708,216.0,594.541269053464
boord,633.346286701209,216.0,645.133031395742
boult,447.312607944732,216.0,556.851292010107
brads,459.613989637306,216.0,550.800597327083
bravo,523.911053540587,216.0,584.746967365551
bursa,477.96286701209,216.0,559.494206482127
cages,381.124352331606,216.0,467.111109747426
chimo,610.533246977548,216.0,685.710912785846
chimp,700.264248704663,216.0,752.464130092257
chons,547.622625215889,216.0,657.713413261912
clamp,563.383419689119,216.0,661.950027647813
coach,536.322970639033,216.0,573.292245240317
codas,455.947322970639,216.0,555.767858515322
cohen,417.110103626943,216.0,511.225516472611
comal,475.314335060449,216.0,578.695676154604
copal,457.1597582038,216.0,566.99863549398
cozen,483.156735751295,216.0,541.938889426231
cryer,477.651986183074,216.0,542.687257049266
cupid,623.213730569948,216.0,708.694079986515
dared,447.338946459413,216.0,502.588699467475
dauby,546.485751295337,216.0,593.714239402275
decal,461.357944732297,216.0,565.073695097816
deice,435.200777202073,216.0,521.921574025753
dirke,424.080310880829,216.0,508.953220007934
doura,435.684369602763,216.0,524.822565212709
drupe,435.635578583765,216.0,528.001178261466
erect,464.609671848014,216.0,549.954934396935
escot,477.483160621762,216.0,561.460360710674
forme,413.687392055268,216.0,481.854942491399
fruit,456.496113989637,216.0,560.098841541299
glans,461.937823834197,216.0,575.784253243903
gourd,542.163212435233,216.0,637.525581854299
hayle,347.041882556131,216.0,433.025400387972
lords,451.128238341969,216.0,563.357911128995
maned,415.116148531952,216.0,507.339271915418
moans,416.343696027634,216.0,519.211822680513
moved,572.392487046632,216.0,614.871273198252
nixer,524.607512953368,216.0,591.105481967292
oorie,363.697322970639,216.0,431.897656475298
orgue,406.923143350604,216.0,495.261286416255
owner,495.278929188256,216.0,575.833375907066
perce,459.014248704663,216.0,534.091691163707
plead,471.364421416235,216.0,559.81201967915
ravey,403.375215889465,216.0,446.677436361385
sades,415.328151986183,216.0,460.728433763283
slurp,443.933937823834,216.0,543.865408205906
snead,392.836787564767,216.0,487.987339311782
sorra,429.894214162349,216.0,497.513463391622
stamp,538.411485319516,216.0,628.424111806665
stond,454.464594127807,216.0,577.203454701659
sulfa,525.539723661485,216.0,588.657721706053
sumac,521.541882556131,216.0,597.108167493848
temps,575.215889464594,216.0,651.552831344097
tonga,499.451640759931,216.0,594.758489048587
trock,490.889896373057,216.0,596.575752504829
umrah,554.166234887737,216.0,637.087093062387
waned,451.990932642487,216.0,528.445828699811
wrack,571.120898100173,216.0,626.946138123011
chelp,547.839810017271,216.5,626.897106127869
acros,455.740500863558,217.0,568.230842058519
ahead,567.701640759931,217.0,607.638397370039
badly,524.998704663212,217.0,587.381339883423
bardy,487.63816925734,217.0,544.298443888829
bhais,476.826856649396,217.0,564.647812621146
blain,435.665803108808,217.0,544.504836318202
borna,438.170984455959,217.0,522.174403927172
cameo,371.788860103627,217.0,448.861202554626
chain,458.398531951641,217.0,568.313657638005
chits,561.517271157168,217.0,664.036573685417
clads,459.233592400691,217.0,578.624459816046
crudo,528.386442141624,217.0,639.049142167889
cutey,363.313039723661,217.0,420.257689150285
dated,464.350172711572,217.0,512.315443885075
dicot,491.263816925734,217.0,615.77710611019
doily,417.486614853195,217.0,510.650082686951
eaned,463.857944732297,217.0,540.373800014834
eared,438.183506044905,217.0,518.442269315843
egret,502.438687392055,217.0,582.428552443424
eilds,503.64378238342,217.0,596.56775077232
forty,472.991364421416,217.0,544.535961453719
gaits,426.999136442142,217.0,534.176594512084
gales,381.471070811744,217.0,472.947055270784
goold,637.899827288428,217.0,668.970007676425
gramp,547.937823834197,217.0,632.480505695573
hails,403.822538860104,217.0,515.674499299977
hovel,474.617875647668,217.0,550.528866803152
image,415.612262521589,217.0,492.531023816691
label,506.789291882556,217.0,555.881122667026
lapel,485.10664939551,217.0,547.972695894649
marcs,469.204231433506,217.0,565.770360881572
mawed,516.751295336788,217.0,571.851472487217
mince,412.843696027634,217.0,504.97835781864
moats,418.974525043178,217.0,523.880766238001
monty,501.788428324698,217.0,591.613599135827
owler,469.365284974093,217.0,556.763585615429
pasty,475.988341968912,217.0,556.165150467064
ponga,559.686528497409,217.0,632.181978345642
praam,568.444732297064,217.0,624.107652536773
rahed,399.238341968912,217.0,495.86502920235
rayed,394.981433506045,217.0,484.864007654343
rheas,426.737478411054,217.0,519.304026020802
rogue,386.40932642487,217.0,472.772573948151
saran,391.498704663212,217.0,479.594136815116
secco,484.609240069085,217.0,513.713996857055
selva,445.781088082902,217.0,509.243533338362
serra,414.601899827288,217.0,481.658095019142
shaky,473.577720207254,217.0,522.262123560974
snack,505.063039723661,217.0,590.27512814772
sorry,434.032383419689,217.0,486.680361116893
spawn,531.883851468048,217.0,619.797314377649
stack,513.718480138169,217.0,598.392973319332
stent,482.636010362694,217.0,550.992364568551
sulci,472.34067357513,217.0,573.790107020973
swaly,430.436960276339,217.0,502.762596911952
thack,594.344991364421,217.0,663.09313196857
torte,384.224956822107,217.0,466.298441590351
trats,465.570379965458,217.0,555.734109678427
vaute,365.071675302245,217.0,436.795724085819
waide,364.200777202073,217.0,441.325655480327
abets,490.002158894646,218.0,578.731242432322
ahing,543.76597582038,218.0,632.366927808638
angel,429.91493955095,218.0,527.08941550828
ascot,463.766839378238,218.0,575.241227676435
baken,465.757772020725,218.0,529.847701786653
beamy,436.386442141624,218.0,466.012101889727
besaw,529.37219343696,218.0,582.209509012117
brake,386.669257340242,218.0,462.392737734682
brawn,503.484887737478,218.0,584.719431148348
build,556.410621761658,218.0,643.991303114844
cames,400.677029360967,218.0,482.865483246181
chibs,641.131260794473,218.0,715.665208869685
choli,509.768998272884,218.0,616.602207466283
churn,533.991796200345,218.0,636.193922526845
claps,499.035405872194,218.0,611.314814668816
claws,529.982728842832,218.0,629.790504888051
cooms,666.416666666667,218.0,684.800608497193
crems,472.420984455959,218.0,561.925402049727
culti,517.801381692573,218.0,629.260658643492
cupel,444.988341968912,218.0,542.91409957604
dalle,426.417098445596,218.0,489.810899766854
degas,490.469775474957,218.0,569.17874711756
dorky,556.757340241796,218.0,617.76960680753
eyots,461.396373056995,218.0,542.605574574386
gaped,460.819516407599,218.0,537.555851157389
golpe,408.560017271157,218.0,496.544324682875
haver,460.553540587219,218.0,541.182513083102
heady,405.914075993092,218.0,461.91212589877
herls,404.204231433506,218.0,505.887611793473
infer,512.169257340242,218.0,599.573664100575
ladle,434.809153713299,218.0,498.687683287453
magot,468.556994818653,218.0,570.102350507976
mails,416.757772020725,218.0,523.115095021497
marah,568.622625215889,218.0,621.695073693035
matey,358.486183074266,218.0,415.784641962059
medal,486.140328151986,218.0,575.573077699529
meous,460.303540587219,218.0,540.964589895619
moult,448.459412780656,218.0,567.01248502937
omber,560.081606217617,218.0,634.338929231716
parry,503.463730569948,218.0,548.193154602529
patio,397.383851468048,218.0,493.665858677925
pouty,488.544905008636,218.0,575.916939029274
prawn,479.584196891192,218.0,576.905964458599
prune,365.935664939551,218.0,468.344822024434
rally,494.427461139896,218.0,533.696543319697
raper,482.830742659758,218.0,552.616606207421
ratoo,500.698186528497,218.0,581.109332371711
raved,475.116148531952,218.0,547.840248725448
raxed,487.237478411054,218.0,543.862217888102
reran,463.972366148532,218.0,547.080189348228
rhody,506.629533678757,218.0,575.836759228324
riven,479.839378238342,218.0,565.905807763782
rolag,436.926597582038,218.0,533.437055954974
seiza,394.270725388601,218.0,441.23362273228
shura,435.873056994819,218.0,521.620087446766
solve,347.039723661485,218.0,420.567627507016
spado,455.205526770294,218.0,550.599829272913
stars,493.442141623489,218.0,563.447910492949
tempi,558.491364421416,218.0,635.600498305275
thong,578.092832469775,218.0,682.878553167576
voice,366.238773747841,218.0,435.383657409849
voted,491.284542314335,218.0,566.445392336828
wader,456.06908462867,218.0,539.023126062728
arefy,403.870466321244,219.0,448.598273357765
barbe,447.164075993092,219.0,487.700746351536
barye,356.152417962003,219.0,431.001045433506
bhang,594.842400690846,219.0,660.467028123376
bolas,470.283678756477,219.0,561.57742913017
borde,413.534974093264,219.0,498.458900245715
bowel,482.174870466321,219.0,548.833064107915
bowet,446.830310880829,219.0,517.008371586336
brags,477.294473229706,219.0,561.90822797018
brock,591.733160621762,219.0,653.866814627707
caaed,392.870034542314,219.0,455.539308169369
caked,456.392055267703,219.0,527.892486114191
ceili,484.088946459413,219.0,544.934826656597
chais,467.681778929188,219.0,570.659583694754
chuse,428.432642487047,219.0,521.906223005813
clops,524.87780656304,219.0,638.518899872415
creds,451.766407599309,219.0,549.334991891092
dancy,471.085492227979,219.0,557.107916566334
drear,471.689982728843,219.0,541.264024716708
eased,461.446027633852,219.0,533.842709159209
elute,434.985319516408,219.0,523.264799844508
emacs,491.769430051814,219.0,565.561888792267
fable,411.378670120898,219.0,477.862889553298
faded,557.252590673575,219.0,558.935440324878
fault,426.167962003454,219.0,522.830235080134
femal,514.96286701209,219.0,576.146819093765
flora,448.365284974093,219.0,532.013118340068
gable,403.061312607945,219.0,483.678384698404
guild,566.231001727116,219.0,658.599769133274
guiro,475.759499136442,219.0,575.348560346205
horde,393.232728842832,219.0,495.56968529614
idler,444.405872193437,219.0,546.526256280076
jodel,518.814335060449,219.0,574.352957820596
laich,435.037564766839,219.0,542.468476747089
lived,547.495250431779,219.0,617.699844961571
longa,528.440846286701,219.0,611.928654100155
maced,449.958981001727,219.0,534.043461357867
moped,512.799222797927,219.0,588.940110937888
naled,387.29231433506,219.0,490.01974708003
novel,469.020725388601,219.0,549.063138860917
ocher,513.621329879102,219.0,608.936747436489
ogler,450.613989637306,219.0,555.5536848226
ohias,418.05310880829,219.0,504.354190257278
paved,509.351468048359,219.0,564.949756325988
pawed,489.785405872193,219.0,552.606715883173
peers,536.936528497409,219.0,601.695305334903
plume,464.651122625216,219.0,549.908162019193
posit,434.295768566494,219.0,551.673037732426
rarer,520.615284974093,219.0,549.61263257216
razed,489.035837651123,219.0,544.314195103865
semen,439.355785837651,219.0,513.120307985944
shell,502.171848013817,219.0,558.702991066419
smeik,512.964594127807,219.0,565.311040398104
sones,392.736614853195,219.0,445.132777208775
spoil,417.368739205527,219.0,537.389930503716
spork,534.689550949914,219.0,616.505502030039
stopt,582.471070811744,219.0,641.577063767388
under,497.197754749568,219.0,604.514978431722
veins,494.448186528497,219.0,568.666414941723
venal,480.318221070812,219.0,562.83073980742
yaird,403.57469775475,219.0,496.539372688108
yeard,404.132556131261,219.0,496.960957006134
yodel,424.390759930915,219.0,520.851861372867
afros,510.220639032815,220.0,601.815155082539
agros,492.98920552677,220.0,595.295639106807
amirs,445.998272884283,220.0,539.549907612625
apted,437.946459412781,220.0,527.425420136376
avert,458.449050086356,220.0,547.636572505465
banty,449.710276338515,220.0,527.329553638491
brave,415.937392055268,220.0,490.207229914022
braze,432.208549222798,220.0,486.510832987002
cafes,415.626079447323,220.0,493.77953133538
chogs,615.010362694301,220.0,701.705971095428
cided,546.748272884283,220.0,585.266934075626
clefs,538.33506044905,220.0,614.591911170036
clews,543.534974093264,220.0,619.580310877662
coati,349.024611398964,220.0,440.016657645195
cobia,454.942573402418,220.0,525.450386411325
coins,426.661053540587,220.0,545.198033225396
coked,481.608808290155,220.0,555.80844299513
colon,574.756044905009,220.0,646.026608511703
coyed,417.022452504318,220.0,504.429072231678
crumb,650.690414507772,220.0,715.286006029845
curds,537.858808290155,220.0,633.764683977203
cymar,527.137305699482,220.0,619.834889300611
debut,536.807426597582,220.0,618.120046114973
dooly,558.929188255613,220.0,589.863544782196
eisel,461.612694300518,220.0,558.575935227667
fairs,387.605354058722,220.0,471.450125986973
fayer,407.734887737478,220.0,485.176372028301
forts,498.647668393782,220.0,591.965584231588
gaudy,529.320811744387,220.0,584.380566493622
gravs,531.429620034542,220.0,609.313622100244
guide,440.921416234888,220.0,516.602389056767
haded,522.278065630397,220.0,555.981399896215
hemal,474.602763385147,220.0,560.537227091688
hooch,839.452504317789,220.0,734.7589956989
hoped,485.069516407599,220.0,574.098632342753
inker,511.956822107081,220.0,599.263770653097
koine,347.737478411054,220.0,422.641361266866
lamed,437.843696027634,220.0,525.410622270618
laved,489.962435233161,220.0,558.579173221437
lawed,472.89896373057,220.0,549.585939705551
libra,478.368739205527,220.0,562.913382384621
lobed,474.72884283247,220.0,564.750588010326
malts,490.134715025907,220.0,601.49289576709
moria,404.0798791019,220.0,482.527516744602
nonet,426.620466321244,220.0,499.361625043246
ocker,546.362694300518,220.0,624.701808549906
paged,448.140759930915,220.0,523.958555279985
paven,465.293177892919,220.0,540.654081882133
payed,438.737478411054,220.0,514.014308608595
pelau,442.906303972366,220.0,526.647900897402
ponts,514.960276338515,220.0,627.574475232592
porky,553.240500863558,220.0,609.109691625742
prude,427.503454231434,220.0,521.56791405621
raker,515.653713298791,220.0,568.522857437564
rappe,457.802677029361,220.0,511.557362500919
rears,439.205958549223,220.0,519.818194982521
rhime,393.413212435233,220.0,486.636224873193
ridge,455.454231433506,220.0,539.739117106593
russe,460.29274611399,220.0,521.191745150495
sease,393.063039723661,220.0,441.831277862613
shock,601.678756476684,220.0,663.274239382502
silty,382.47322970639,220.0,477.946494443533
sites,432.43091537133,220.0,495.004827930491
sitka,480.900259067358,220.0,560.9883125411
smack,572.713298791019,220.0,634.551745539248
softy,451.773316062176,220.0,518.975455205954
soles,384.029792746114,220.0,443.260471691618
spike,426.509930915371,220.0,502.773413478578
spiny,455.95725388601,220.0,538.616954083305
still,505.747409326425,220.0,589.65655239071
stong,508.555699481865,220.0,620.195849306218
swank,559.900690846287,220.0,620.730656752811
swirl,409.476683937824,220.0,503.211345034531
taigs,432.745682210708,220.0,539.803059522549
taken,388.543609671848,220.0,482.113238087563
tamed,398.27677029361,220.0,489.387819460152
tapes,392.029360967185,220.0,488.241700935929
tarty,457.711571675302,220.0,514.76254389804
torta,490.539291882556,220.0,561.729117528402
torus,456.905008635579,220.0,579.179277482536
tumid,616.39378238342,220.0,709.68991156025
wager,453.892918825561,220.0,532.308433562982
wairs,399.224956822107,220.0,485.480020207335
waled,452.015544041451,220.0,525.976880898694
aorta,471.731001727116,221.0,552.758484207645
apery,417.13860103627,221.0,472.182625882553
arame,406.594559585492,221.0,486.312606130911
baked,499.602331606218,221.0,547.015154806988
baton,449.626943005181,221.0,552.546176125651
bekah,553.738341968912,221.0,586.836305114213
bemad,551.003022452504,221.0,597.963155744571
brods,527.17573402418,221.0,619.912946398812
capes,402.184369602763,221.0,490.637215270392
daled,479.786701208981,221.0,525.575699011188
datos,442.134283246978,221.0,553.345148378948
daube,390.684801381693,221.0,459.464918345316
daven,479.416666666667,221.0,552.762819604598
dawen,468.034110535406,221.0,547.497487712914
diols,440.259067357513,221.0,560.165820312202
drama,605.008635578584,221.0,651.822876014996
duits,527.305699481865,221.0,641.248237234093
elect,483.932210708117,221.0,567.133414908196
faced,453.272884283247,221.0,522.295300374777
famed,486.940414507772,221.0,539.607939338825
fecal,488.123920552677,221.0,565.701511565789
frags,492.626079447323,221.0,572.285971267165
gazer,489.199481865285,221.0,544.347417903039
gimel,473.178324697755,221.0,563.896661700006
glide,425.290587219344,221.0,517.802845072257
graal,482.507772020725,221.0,565.248336967895
grads,463.39378238342,221.0,567.597554957112
haply,519.90414507772,221.0,599.704541623742
honed,430.038428324698,221.0,529.096143414589
icker,545.076424870466,221.0,623.545484171431
ileum,513.3298791019,221.0,595.904512032813
kaury,451.362694300518,221.0,512.05243359046
laded,499.754317789292,221.0,548.17446545947
larky,464.211571675302,221.0,530.408017007048
loach,434.066493955095,221.0,539.241423734528
lubra,532.983592400691,221.0,612.369825502853
march,519.281088082902,221.0,606.358496563652
mardy,502.816062176166,221.0,568.754459557664
micra,515.924006908463,221.0,597.896617191389
moira,377.404576856649,221.0,449.49240289925
moldy,581.613557858377,221.0,648.864989812217
nodes,429.838082901554,221.0,521.920240127229
panty,434.641191709845,221.0,523.773255159968
picra,492.374784110535,221.0,581.554782351382
plack,582.246113989637,221.0,656.614316779656
pownd,662.342832469775,221.0,722.194944991061
pryse,390.078151986183,221.0,485.139763814415
quart,472.860967184801,221.0,543.517240385925
raver,549.044041450777,221.0,584.130241367662
rawer,525.89378238342,221.0,575.576430335598
rotch,511.711139896373,221.0,618.674056884581
rybat,509.785837651123,221.0,599.941658709825
sehri,406.412780656304,221.0,489.413258874189
sized,467.735319516408,221.0,518.203679508449
skirl,409.451208981002,221.0,504.969326308616
sneap,420.01597582038,221.0,509.545488576092
sooey,327.52677029361,221.0,350.535748764791
spaes,438.169689119171,221.0,481.031201671472
spayd,528.757772020725,221.0,614.877097452792
speld,476.533246977548,221.0,569.869380069894
spide,392.846286701209,221.0,486.204104044446
sprag,484.743523316062,221.0,574.292827848185
storm,464.726683937824,221.0,571.97754641506
tabes,395.743091537133,221.0,489.15431413901
taces,360.652849740933,221.0,459.894070295021
thing,595.374784110535,221.0,694.446415539044
tophe,399.633851468048,221.0,488.141414337463
toyed,404.087219343696,221.0,502.734409991927
tryke,398.538428324698,221.0,478.519769268671
umras,543.171416234888,221.0,634.946598644946
wales,416.939119170984,221.0,494.776832742287
wited,501.825993091537,221.0,582.471239707581
cruor,530.607512953368,221.5,615.92490223747
horme,393.95725388601,221.5,483.076849646534
ashet,417.414075993092,222.0,507.747406590098
azure,421.861398963731,222.0,477.695948061539
black,606.751295336788,222.0,665.023613392651
blats,458.948186528497,222.0,569.248535676957
boked,535.132556131261,222.0,584.088446476057
bunce,444.142918825561,222.0,522.475639451493
capex,514.437392055268,222.0,556.555394840115
chang,560.642487046632,222.0,649.971638517082
clips,531.96286701209,222.0,642.489152048189
comas,497.232297063903,222.0,586.521022042434
compt,547.903281519862,222.0,643.768031124962
covey,415.539291882556,222.0,447.580195849659
cuifs,602.535405872193,222.0,678.108257346191
demob,637.845423143351,222.0,677.783268003193
dhoti,551.209844559585,222.0,649.843438867479
doyen,431.610103626943,222.0,522.569884513304
ehing,570.87780656304,222.0,636.589500364061
erned,478.677461139896,222.0,560.541043041939
estro,473.237046632124,222.0,569.562453738861
fadge,455.866148531952,222.0,514.547560914648
faker,467.738341968912,222.0,533.922002471934
farer,470.795768566494,222.0,522.238338544369
favel,497.756908462867,222.0,545.433746252035
feods,489.333765112263,222.0,555.882428873081
gault,409.454231433506,222.0,519.5854171161
glams,546.387305699482,222.0,644.354788573818
hardy,468.81908462867,222.0,542.671135808734
hasty,493.246545768567,222.0,574.876212132078
hoord,609.657167530225,222.0,653.892788416738
hosen,396.209412780656,222.0,495.518485110602
logan,482.21286701209,222.0,582.698669966939
manul,490.139032815199,222.0,602.441086526275
mauve,432.64335060449,222.0,489.952394834587
moils,435.453799654577,222.0,547.980934880073
murid,569.432642487047,222.0,660.606965648714
orbit,446.780224525043,222.0,561.333200554751
paoli,368.306563039724,222.0,452.842373531634
pebas,504.352763385147,222.0,574.630868007911
pence,476.984455958549,222.0,554.598637757373
pipet,497.266407599309,222.0,554.002355776436
poked,507.901986183074,222.0,574.922966668551
prays,473.737046632124,222.0,576.92933895162
purer,520.456822107081,222.0,580.529678702207
raves,437.770293609672,222.0,518.78111665345
retax,502.07426597582,222.0,573.061196444979
ryots,479.323402417962,222.0,599.36143729366
sabes,440.612262521589,222.0,471.154398584255
samek,387.428324697755,222.0,444.736491059931
sdein,436.092400690846,222.0,530.361808215799
sedum,504.500863557858,222.0,575.338930628243
sewel,465.484455958549,222.0,527.182514139079
skein,473.47884283247,222.0,550.84287112265
spall,521.52115716753,222.0,592.003700138488
spans,564.927892918826,222.0,618.749447003924
spean,409.972366148532,222.0,503.182498155356
stirs,522.674438687392,222.0,587.951049418784
strim,462.257772020725,222.0,566.345479550591
strip,471.759930915371,222.0,578.632668656122
tawed,431.387737478411,222.0,510.90543004552
toads,396.040155440414,222.0,505.134739104675
trite,374.479274611399,222.0,461.902493616509
tromp,518.314766839378,222.0,630.824147945099
usage,387.246113989637,222.0,467.006156028922
valse,374.60664939551,222.0,461.248557523529
vaper,485.678756476684,222.0,558.914078636401
wadge,481.970639032815,222.0,541.634598243547
agism,548.304404145078,223.0,633.745658419766
agley,415.171848013817,223.0,465.215085119887
amies,373.830742659758,223.0,455.424523979026
bemas,515.64896373057,223.0,571.129567597236
bhats,528.036269430052,223.0,616.798303564524
blurt,437.463298791019,223.0,536.433950362653
board,418.460708117444,223.0,506.086306089603
botas,469.848013816926,223.0,558.877980593793
brays,469.314766839378,223.0,557.994295214956
brugh,622.338946459413,223.0,678.066898120685
burgh,668.92530224525,223.0,710.922768488086
canal,513.480569948186,223.0,604.274490331589
caves,447.174870466321,223.0,516.805627964804
cella,508.975820379965,223.0,559.789752512214
ching,638.946027633851,223.0,719.393977093186
cowed,490.923575129534,223.0,562.683772513497
coxed,525.304404145078,223.0,571.243915099172
cruds,518.338514680484,223.0,620.96178330895
cumin,615.434369602763,223.0,705.11602679385
curbs,586.598877374784,223.0,664.196420360335
dazer,488.163644214162,223.0,548.870733474007
dorbs,563.87780656304,223.0,654.661631367689
dorms,540.354922279793,223.0,635.453732643037
dowel,475.729274611399,223.0,556.79151953181
duros,521.755613126079,223.0,629.810027813774
ealed,465.575129533679,223.0,541.212005156852
erode,452.657599309154,223.0,540.78437931781
faked,513.829015544042,223.0,553.192980396054
faver,495.269861830743,223.0,549.540583437729
frise,341.54792746114,223.0,437.553520419071
girly,438.730569948187,223.0,515.276491392022
grave,419.116148531952,223.0,500.880533410825
graze,432.35621761658,223.0,495.962577456991
hoied,362.158462867012,223.0,451.198921638018
howre,432.71286701209,223.0,509.933626332069
liven,499.783678756477,223.0,586.079866376913
lowed,497.088514680484,223.0,575.486588312944
lozen,475.826856649396,223.0,544.929131092656
manty,464.47366148532,223.0,552.685990075414
masty,492.770725388601,223.0,572.752245638064
mauts,510.655008635579,223.0,613.257071360107
mirly,441.390328151986,223.0,517.916406750719
modes,462.660189982729,223.0,546.714048067179
motis,505.581606217617,223.0,615.090752606724
muted,488.355785837651,223.0,569.107691863706
oleum,507.569516407599,223.0,591.985774815907
orbed,483.465889464594,223.0,572.5483152975
paces,413.120898100173,223.0,499.256213151979
pandy,511.731433506045,223.0,588.209577904426
phoca,546.395941278066,223.0,617.298767561347
podal,474.520725388601,223.0,575.670329525478
prime,387.50518134715,223.0,481.676850054177
psoai,449.626943005181,223.0,518.608698491115
puled,472.75,223.0,563.990192709946
punch,669.459844559585,223.0,744.226325705293
renay,355.354490500864,223.0,427.01715635323
repay,413.825129533679,223.0,473.990344552423
ruble,409.556994818653,223.0,496.134584905971
scope,374.445595854922,223.0,460.291018914016
scree,352.031088082902,223.0,424.612565248121
senna,428.842400690846,223.0,474.217470902287
senza,457.638601036269,223.0,502.194686809447
sheel,425.1701208981,223.0,510.839231142694
showd,614.983160621762,223.0,680.080214536805
silva,491.10103626943,223.0,559.479285969308
skran,448.890328151986,223.0,542.117351247981
spica,463.230569948187,223.0,553.955101406178
steel,413.349740932642,223.0,506.37453536789
stonn,543.753022452504,223.0,615.88825903328
strop,477.706390328152,223.0,584.970933299936
tache,372.848445595855,223.0,462.802745139902
taxed,467.661053540587,223.0,524.058150091096
topek,435.447754749568,223.0,510.191461405278
total,476.965457685665,223.0,560.363786203558
urged,494.535837651123,223.0,577.611092051657
usher,511.279792746114,223.0,609.132796699389
veils,470.137305699482,223.0,555.450454965033
yates,369.472366148532,223.0,456.446338733443
apart,502.203799654577,224.0,588.476060867812
baldy,551.722366148532,224.0,609.254189286058
bants,479.234455958549,224.0,583.168394298056
barny,402.360103626943,224.0,473.60288642222
bayed,453.148531951641,224.0,513.753377188276
bayes,411.625215889465,224.0,479.52302286188
biped,527.309585492228,224.0,596.864185334726
boils,430.756044905009,224.0,535.809384389379
bowed,561.110103626943,224.0,601.071918993754
bride,395.599309153713,224.0,480.960835555882
britt,505.867443868739,224.0,567.921906346765
cases,452.072538860104,224.0,508.347331904707
cozed,523.26079447323,224.0,569.357030592541
culms,622.81390328152,224.0,703.571511680597
culty,480.798359240069,224.0,570.042156310734
deray,393.310449050086,224.0,461.419831406468
dogan,532.598013816926,224.0,617.544820647002
doits,441.857944732297,224.0,560.983861224693
dolia,422.85664939551,224.0,508.727826940821
dolts,466.835924006908,224.0,586.253479278312
donga,580.714594127807,224.0,647.272253649235
dorks,563.57469775475,224.0,649.462543069118
fakir,494.245682210708,224.0,563.337300110912
gamed,473.660621761658,224.0,539.784466725188
gibel,486.601899827288,224.0,572.967071659348
gnash,511.737478411054,224.0,613.744180385938
grids,522.183506044905,224.0,619.226660808218
group,567.264680483592,224.0,669.522664414367
hault,411.56908462867,224.0,530.405902658657
heaps,457.982297063903,224.0,540.524527378054
hogen,467.231001727116,224.0,557.630229407501
hosta,508.248704663212,224.0,607.231924603359
laces,378.492227979275,224.0,480.090945694952
laked,461.082469775475,224.0,541.033583771056
maneh,394.926597582038,224.0,482.62093909367
mayst,471.464162348877,224.0,583.470435815771
mooly,574.747409326425,224.0,592.479261098052
navel,444.0902417962,224.0,525.866723475998
pages,427.667530224525,224.0,504.395728113559
palay,566.249136442142,224.0,607.822999574175
palmy,549.316493955095,224.0,613.005840317583
poach,461.993091537133,224.0,552.166553851273
psora,470.471070811744,224.0,565.437008334122
purls,494.855354058722,224.0,589.421027394705
purty,506.591968911917,224.0,580.546260003963
redan,428.123920552677,224.0,536.082641446221
reird,500.560880829016,224.0,561.692182757579
reman,431.072107081175,224.0,533.324196404052
rhyne,381.708981001727,224.0,464.828195044691
salol,415.916234887737,224.0,493.369648700639
sames,436.073402417962,224.0,467.340990628047
saves,484.986614853195,224.0,495.577295226793
scorn,413.451208981002,224.0,532.992901490795
shelf,500.962435233161,224.0,577.460810234927
sherd,447.928324697755,224.0,541.360835539182
snoek,374.59585492228,224.0,448.673989559476
sownd,522.201208981002,224.0,601.905362794648
speel,471.035405872193,224.0,550.378302686157
stilb,487.650690846287,224.0,600.632170354135
stink,532.33506044905,224.0,628.082131342648
sturt,532.231433506045,224.0,596.926791098874
teers,471.101899827288,224.0,562.121187041365
toman,452.180483592401,224.0,560.854930003112
tongs,543.624784110535,224.0,650.129584337496
towed,475.581174438687,224.0,560.498509886483
trick,484.571243523316,224.0,589.056366316114
women,500.768998272884,224.0,563.26602265173
aleck,501.316925734024,225.0,570.423145341664
